Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
Wyre,SF Bay Area,Crypto,,04-01-2023 00:00,https://blockworks.co/news/from-1-5-billion-to-0-crypto-payments-platform-wyre-shuts-down,29,Unknown,06-01-2023 01:39,United States,1,Unknown
Pegasystems,Boston,HR,245,03-01-2023 00:00,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html,,Post-IPO,04-01-2023 16:12,United States,0.04,Unknown
Uniphore,SF Bay Area,Support,76,03-01-2023 00:00,https://startup.outlookindia.com/unicorns/exclusive-uniphore-technologies-lays-off-10-of-global-workforce-news-7039,620,Series E,06-01-2023 01:43,United States,0.1,Unknown
Harappa,New Delhi,Education,60,03-01-2023 00:00,https://www.businesstoday.in/latest/corporate/story/exclusive-upgrad-owned-edtech-start-up-harappa-lays-off-30-of-its-workforce-358723-2023-01-03,,Acquired,04-01-2023 16:00,India,0.3,Unknown
ByteDance,Shanghai,Consumer,,03-01-2023 00:00,https://pandaily.com/bytedance-initiates-layoffs-for-10-of-staff/,9400,Unknown,04-01-2023 16:08,China,0.1,Unknown
Amdocs,St. Louis,Support,700,02-01-2023 00:00,https://www.calcalistech.com/ctechnews/article/bj4shoeco,,Post-IPO,06-01-2023 01:42,United States,0.03,Unknown
Gousto,London,Food,,31-12-2022 00:00,https://news.sky.com/story/gousto-slashes-jobs-and-curbs-hiring-plans-as-it-delivers-falling-valuation-12818741,675,Unknown,14-03-2023 15:47,United Kingdom,0.14,Unknown
Bilibili,Shanghai,Media,,27-12-2022 00:00,https://technode.com/2022/12/27/bilibili-reportedly-cuts-30-of-staff-across-operations-gaming-and-streaming-units/,3700,Post-IPO,30-12-2022 15:59,China,0.3,Unknown
Octopus Network,Beau Vallon,Crypto,,27-12-2022 00:00,https://heraldsheets.com/cold-crypto-winter-forces-octopus-network-to-lay-off-40-besides-20-pay-cuts-for-retained-workforce/,8,Series A,30-12-2022 16:00,Seychelles,0.4,Unknown
PayU,Amsterdam,Finance,150,26-12-2022 00:00,https://www.livemint.com/companies/news/payu-layoffs-6-of-its-workforce-150-employees-lose-jobs-report-11672035519752.html,,Acquired,26-12-2022 23:29,Netherlands,0.06,Unknown
Element,London,Other,,25-12-2022 00:00,https://news.ycombinator.com/item?id=34129623,96,Series B,01-03-2023 00:49,United Kingdom,0.15,Unknown
Willow,Sydney,Real Estate,99,23-12-2022 00:00,https://www.afr.com/technology/nicholas-moore-chaired-proptech-willow-fires-99-workers-to-curb-costs-20221222-p5c8am,,Unknown,09-01-2023 05:01,Australia,0.22,Unknown
Back Market,Paris,Retail,93,23-12-2022 00:00,https://sifted.eu/articles/startup-tech-company-layoffs/,1000,Series E,27-12-2022 16:33,France,0.13,Unknown
Zoopla,London,Real Estate,50,23-12-2022 00:00,https://www.linkedin.com/posts/zoopla_its-with-a-heavy-heart-that-we-will-be-saying-activity-7010935780743258113-PG98/,25,Series C,30-12-2022 23:25,United Kingdom,,Unknown
Qualcomm,San Diego,Hardware,153,22-12-2022 00:00,https://www.sandiegouniontribune.com/business/story/2022-12-22/qualcomm-trims-local-workforce-by-153-jobs-as-smartphone-demand-remains-sluggish,,Post-IPO,04-01-2023 16:06,United States,,Unknown
TuSimple,San Diego,Transportation,350,21-12-2022 00:00,https://techcrunch.com/2022/12/21/self-driving-truck-company-tusimple-to-lay-off-25-of-workforce/,648,Post-IPO,18-12-2022 04:12,United States,0.25,Unknown
Lendis,Berlin,Other,,21-12-2022 00:00,https://www.linkedin.com/posts/s-papadopoulos_today-we-have-to-share-sad-news-we-made-activity-7009106413499080704-u1gl/,90,Series A,21-12-2022 17:05,Germany,0.5,Unknown
Chope,Singapore,Food,65,20-12-2022 00:00,https://www.techinasia.com/alipaybacked-chope-lays-65-employees,50,Series E,28-12-2022 15:52,Singapore,0.24,Unknown
Briza,Toronto,Finance,26,20-12-2022 00:00,https://betakit.com/ceo-of-briza-steps-down-as-insurtech-startup-cuts-close-to-half-of-its-staff/,10,Series A,20-12-2022 18:43,Canada,0.4,https://docs.google.com/spreadsheets/d/18ZMnL97fbgyh6E-fy62SEYaZweFXZnEtpVQLBCklDzo/edit#gid=1207064469
StreetBees,London,Data,,20-12-2022 00:00,https://www.linkedin.com/feed/update/urn:li:activity:7010621808135573504/,63,Unknown,21-01-2023 00:42,United Kingdom,,Unknown
Zhihu,Beijing,Consumer,,20-12-2022 00:00,https://pandaily.com/chinese-qa-platform-zhihu-begins-layoffs/,892,Series F,21-12-2022 17:06,China,0.1,Unknown
Homebot,Denver,Real Estate,18,19-12-2022 00:00,https://homebot.ai/blog/a-letter-to-homebotters,4,Acquired,20-01-2023 01:14,United States,0.13,Unknown
Health IQ,SF Bay Area,Healthcare,,19-12-2022 00:00,https://www.coverager.com/layoffs-at-health-iq/,136,Series D,24-12-2022 04:15,United States,,Unknown
Xiaomi,Beijing,Consumer,,19-12-2022 00:00,https://technode.com/2022/12/19/chinese-phone-maker-xiaomi-begins-large-scale-layoffs-report/,7400,Post-IPO,19-12-2022 16:46,United States,,Unknown
YourGrocer,Melbourne,Food,,19-12-2022 00:00,https://www.startupdaily.net/topic/business/melbourne-delivery-service-yourgrocer-is-the-latest-startup-to-go-under/,2,Unknown,27-12-2022 16:35,Australia,1,Unknown
Tomorrow,Hamburg,Finance,30,16-12-2022 00:00,https://www.businessinsider.de/gruenderszene/fintech/tomorrow-kundigt-viertel-seines-teams/,29,Unknown,18-12-2022 04:15,Germany,0.25,https://docs.google.com/spreadsheets/d/187Gljr0z-E5r8Qro6apSXX2V9t5RToKnRlxY6eJuqzI/edit#gid=0
Revelate,Montreal,Data,24,16-12-2022 00:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,26,Series A,19-12-2022 17:17,Canada,0.3,Unknown
 E Inc.,Toronto,Transportation,,16-12-2022 00:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,,Post-IPO,19-12-2022 17:19,Canada,,Unknown
Autograph,Los Angeles,Crypto,,16-12-2022 00:00,https://www.businessinsider.com/tom-brady-nft-company-autograph-layoffs-sam-bankman-fried-2022-12,205,Series B,19-12-2022 22:13,United States,,Unknown
Improbable,London,Other,,16-12-2022 00:00,https://news.sky.com/story/softbank-backed-metaverse-creator-improbable-lays-off-staff-12769306,704,Unknown,18-12-2022 04:18,United Kingdom,0.1,Unknown
Modern Treasury,SF Bay Area,Finance,,16-12-2022 00:00,Internal memo,183,Series C,21-12-2022 03:28,United States,0.18,Unknown
Reach,Calgary,Retail,,16-12-2022 00:00,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,30,Series A,19-12-2022 17:18,Canada,0.12,Unknown
SonderMind,Denver,Healthcare,,16-12-2022 00:00,https://www.bizjournals.com/denver/news/2022/12/16/sondermind-layoffs.html,183,Series C,18-12-2022 04:19,United States,0.15,Unknown
BigCommerce,Austin,Retail,180,15-12-2022 00:00,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,224,Post-IPO,15-12-2022 16:20,United States,0.13,https://docs.google.com/spreadsheets/d/1S_kNxDpqK9MJAZjOnlXTkHhfFDYcSrnMnmfIP9WyNnI/edit#gid=0
Freshworks,SF Bay Area,Support,90,15-12-2022 00:00,https://inc42.com/buzz/facing-macroeconomic-headwinds-freshworks-trims-nearly-2-workforce/,484,Post-IPO,15-12-2022 16:21,United States,0.02,Unknown
LeafLink,New York City,Other,80,15-12-2022 00:00,https://mjbizdaily.com/cannabis-wholesale-platform-leaflink-lays-off-80-workers/,379,Series C,01-02-2023 05:19,United States,0.31,Unknown
Workmotion,Berlin,HR,60,15-12-2022 00:00,https://www.startbase.com/news/workmotion-entlaesst-20-prozent-seiner-belegschaft/,76,Series B,04-01-2023 16:11,United States,0.2,Unknown
Apollo,SF Bay Area,Product,,15-12-2022 00:00,https://www.apollographql.com/blog/announcement/ceo-geoff-schmidts-message-to-apollo-employees/,183,Series D,15-12-2022 22:45,United States,0.15,Unknown
JD.ID,Jakarta,Retail,200,14-12-2022 00:00,https://jakartaglobe.id/business/jdid-layoffs-reflect-struggles-in-indonesian-startup-industry,5100,Post-IPO,15-12-2022 02:19,Indonesia,0.3,Unknown
GoStudent,Vienna,Education,100,14-12-2022 00:00,https://www.businessinsider.com/gostudent-3-billion-edtech-startup-begins-fresh-round-of-layoffs-2022-12,686,Series D,15-12-2022 02:11,Austria,,Unknown
Quanergy Systems,SF Bay Area,Transportation,72,14-12-2022 00:00,https://www.bizjournals.com/sanjose/news/2022/12/14/quanergy-to-cut-72-jobs-in-sunnyvale.html,175,Post-IPO,15-12-2022 22:44,United States,,Unknown
Headspace,Los Angeles,Healthcare,50,14-12-2022 00:00,https://www.bloomberg.com/news/articles/2022-12-14/meditation-app-headspace-cuts-50-workers-or-4-of-staff,215,Unknown,15-12-2022 16:16,United States,0.04,Unknown
ChowNow,Los Angeles,Food,40,14-12-2022 00:00,https://www.restaurantbusinessonline.com/amp/technology/chownow-cuts-more-jobs-delivery-demand-levels-out,64,Series C,15-12-2022 02:10,United States,0.1,Unknown
Landing,Birmingham,Real Estate,,14-12-2022 00:00,https://www.al.com/business/2022/12/birmingham-tech-firm-landing-has-second-round-of-layoffs.html,347,Series C,15-12-2022 02:10,United States,,Unknown
Thumbtack,SF Bay Area,Consumer,160,13-12-2022 00:00,Internal memo,698,Series I,13-12-2022 20:12,United States,0.14,Unknown
Edgio,Phoenix,Infrastructure,95,13-12-2022 00:00,https://www.marketscreener.com/amp/quote/stock/EDGIO-INC-52799/news/EDGIO-INC-Costs-Associated-with-Exit-or-Disposal-Activities-Change-in-Directors-or-Principal-Of-42549605/,462,Post-IPO,15-12-2022 02:14,United States,0.1,Unknown
Komodo Health,SF Bay Area,Healthcare,78,13-12-2022 00:00,https://techcrunch.com/2022/12/13/komodo-health-once-tipped-for-a-looming-ipo-has-cut-staff-as-cfo-departs/,514,Series E,13-12-2022 20:11,United States,0.09,Unknown
Viant,Los Angeles,Marketing,46,13-12-2022 00:00,https://www.businessinsider.com/viant-lay-off-13-percent-of-workforce-2022-12,,Post-IPO,21-12-2022 19:35,United States,0.13,Unknown
TaxBit,Salt Lake City,Crypto,,13-12-2022 00:00,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,235,Series B,18-12-2022 04:07,United States,,Unknown
Pluralsight,Salt Lake City,Education,400,12-12-2022 00:00,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,192,Acquired,12-12-2022 22:08,United States,0.2,https://docs.google.com/spreadsheets/d/1l10lFdaYxDWpmJorxd5cml_bBQ0qMhqngZvKEJP5m2o/edit#gid=0
Freshly,Phoenix,Food,329,12-12-2022 00:00,https://mouthbysouthwest.com/2022/12/12/phoenix-born-freshly-is-laying-off-329-local-workers-in-strategy-shift/,107,Acquired,14-12-2022 17:57,United States,,Unknown
Balto,St. Louis,Sales,35,12-12-2022 00:00,https://www.bizjournals.com/stlouis/inno/stories/news/2022/12/12/balto-software-layoffs.html,51,Series B,13-12-2022 20:08,United States,,Unknown
Caribou,Washington D.C.,Finance,,12-12-2022 00:00,https://coverager.com/layoffs-at-caribou/,189,Series C,12-01-2023 15:38,United States,,Unknown
Outschool,SF Bay Area,Education,43,10-12-2022 00:00,https://techcrunch.com/2022/12/10/some-of-edtech-boldest-are-struggling/,240,Series D,13-12-2022 20:07,United States,0.25,Unknown
Xentral,Munich,Product,20,10-12-2022 00:00,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,94,Series B,13-12-2022 20:02,Germany,0.1,Unknown
Autobooks,Detroit,Finance,,10-12-2022 00:00,https://www.crainsdetroit.com/technology/fintech-startup-autobooks-lays-workers,97,Series C,11-12-2022 03:36,United States,,Unknown
Convene,New York City,Real Estate,,10-12-2022 00:00,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,281,Unknown,13-12-2022 20:05,United States,,Unknown
PharmEasy,Mumbai,Healthcare,,10-12-2022 00:00,https://inc42.com/buzz/pharmeasy-lays-off-more-employees-amid-funding-crunch/,1600,Unknown,11-12-2022 06:25,India,,Unknown
Playtika,Tel Aviv,Consumer,600,09-12-2022 00:00,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,,Post-IPO,11-12-2022 06:01,Israel,0.15,Unknown
Share Now,Berlin,Transportation,150,09-12-2022 00:00,https://www.businessinsider.de/gruenderszene/automotive-mobility/carsharing-sharenow-entlassungen-a/,,Acquired,13-12-2022 20:05,Germany,0.36,Unknown
Alice,Sao Paulo,Healthcare,113,09-12-2022 00:00,https://startups.com.br/demissoes/alice-faz-nova-onda-de-demissoes-e-dispensa-113-pessoas/,174,Series C,11-12-2022 03:31,Brazil,0.16,Unknown
Primer,London,Finance,85,09-12-2022 00:00,https://techcrunch.com/2022/12/09/primer-the-uk-e-commerce-tech-startup-has-laid-off-one-third-of-its-staff/,73,Series B,09-12-2022 16:37,United Kingdom,0.33,Unknown
OneFootball,Berlin,Marketing,62,09-12-2022 00:00,https://company.onefootball.com/news/an-update-from-onefootball-founder-and-ceo-lucas-von-cranach/,442,Series D,21-12-2022 00:43,Germany,0.115,Unknown
C2FO,Kansas City,Finance,20,09-12-2022 00:00,https://www.bizjournals.com/kansascity/news/2022/12/09/c2fo-layoff-recession-efficiency-profitability.html,537,Series H,11-12-2022 05:58,United States,0.02,Unknown
Brodmann17,Tel Aviv,Other,,09-12-2022 00:00,https://techcrunch.com/2022/12/09/computer-vision-technology-startup-brodmann17-has-shut-down/,25,Series A,11-12-2022 06:17,Israel,1,Unknown
Digital Surge,Brisbane,Crypto,,09-12-2022 00:00,https://www.9news.com.au/technology/australian-cryptocurrency-exchange-digital-surge-collapses-into-administration/ebbeb40c-6310-4250-b123-600bc6755cc5,,Unknown,11-12-2022 06:09,Australia,1,Unknown
N-able Technologies,Raleigh,Other,,09-12-2022 00:00,Unknown,225,Post-IPO,09-12-2022 22:12,United States,,Unknown
ZenLedger,Seattle,Crypto,,09-12-2022 00:00,https://blockworks.co/news/another-crypto-tax-software-startup-is-laying-off-staffers,25,Series B,11-12-2022 05:56,United States,0.1,Unknown
Airtable,SF Bay Area,Product,254,08-12-2022 00:00,https://techcrunch.com/2022/12/08/airtable-layoffs/,1400,Series F,08-12-2022 17:48,United States,0.2,Unknown
Swiggy,Bengaluru,Food,250,08-12-2022 00:00,https://inc42.com/buzz/swiggy-fire-250-employees-further-layoffs-store/,3600,Unknown,09-12-2022 05:00,India,0.03,Unknown
Glints,Singapore,HR,198,08-12-2022 00:00,https://www.techinasia.com/singaporebased-glints-lays-18-employees,82,Series D,09-12-2022 05:07,Singapore,0.18,Unknown
Buser,Sao Paulo,Transportation,160,08-12-2022 00:00,https://startups.com.br/demissoes/buser-demite-30-para-se-adaptar-a-nova-realidade-do-mercado/,138,Series C,11-12-2022 06:00,Brazil,0.3,https://docs.google.com/spreadsheets/d/1KkOxvPis13EC3MSsFtsGgNIBFv-FFEZ1-p2MTL2IDgY/htmlview
BlackLine,Los Angeles,Finance,95,08-12-2022 00:00,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,220,Private Equity,11-12-2022 06:15,United States,0.05,Unknown
Chrono24,Karlsruhe,Retail,80,08-12-2022 00:00,https://www.tag24.de/chemnitz/lokales/fuer-luxusuhren-haendler-in-chemnitz-rabenstein-laeuft-die-zeit-ab-2684514,205,Series C,15-01-2023 14:12,Germany,,Unknown
Otonomo,Tel Aviv,Transportation,80,08-12-2022 00:00,https://www.calcalistech.com/ctechnews/article/bjbvjqyoi,231,Post-IPO,11-12-2022 06:07,Israel,0.5,Unknown
TechTarget,Boston,Marketing,60,08-12-2022 00:00,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115,Post-IPO,11-12-2022 06:02,United States,0.05,Unknown
Inscripta,Boulder,Healthcare,43,08-12-2022 00:00,https://www.genomeweb.com/business-news/inscripta-lays-dozens-closes-colorado-headquarters-san-diego-office#.Y5JvGOzMK8A,459,Series E,09-12-2022 05:02,United States,,Unknown
CyCognito,SF Bay Area,Security,30,08-12-2022 00:00,https://www.calcalistech.com/ctechnews/article/h1suse100s,153,Series C,09-12-2022 05:03,United States,0.15,Unknown
Armis,SF Bay Area,Security,25,08-12-2022 00:00,https://www.calcalistech.com/ctechnews/article/by6mtcjuo,537,Private Equity,11-12-2022 03:35,United States,0.04,Unknown
Bakkt,Atlanta,Crypto,,08-12-2022 00:00,https://bakkt.com/newsroom/a-note-from-gavin-michael-to-bakkt-employees-bakkt,932,Post-IPO,11-12-2022 03:37,United States,0.15,Unknown
Blue Apron,New York City,Food,,08-12-2022 00:00,https://investors.blueapron.com/press-releases/2022/12-08-2022-140712547,352,Post-IPO,08-12-2022 17:06,United States,0.1,Unknown
FireHydrant,New York City,Infrastructure,,08-12-2022 00:00,https://www.linkedin.com/posts/bobby-tables_today-weve-made-major-changes-at-firehydrant-activity-7006723101807763456-dU8s/,32,Series B,11-12-2022 06:13,United States,,Unknown
Lenovo,Raleigh,Hardware,,08-12-2022 00:00,https://wraltechwire.com/2022/12/09/blindsided-lenovo-confirms-layoffs-but-denies-report-of-10-cuts/,850,Post-IPO,30-12-2022 15:55,United States,,Unknown
Nerdy,St. Louis,Education,,08-12-2022 00:00,https://www.bizjournals.com/stlouis/news/2022/12/08/online-tutoring-firm-nerdy-slashes.html,150,Post-IPO,11-12-2022 06:08,United States,0.17,Unknown
Vanta,SF Bay Area,Security,,08-12-2022 00:00,LinkedIn,203,Series B,11-12-2022 03:32,United States,0.14,Unknown
Vedantu,Bengaluru,Education,385,07-12-2022 00:00,https://economictimes.indiatimes.com/tech/startups/edtech-firm-vedantu-cuts-385-jobs-in-fourth-round-of-layoffs-this-year/articleshow/96060595.cms,292,Series E,07-12-2022 16:28,India,,Unknown
Loft,Sao Paulo,Real Estate,312,07-12-2022 00:00,https://www.bloomberglinea.com/english/brazilian-unicorn-loft-sheds-12-of-staff-in-third-wave-of-layoffs-this-year/,788,Unknown,08-12-2022 06:26,Brazil,0.12,Unknown
Plaid,SF Bay Area,Finance,260,07-12-2022 00:00,https://techcrunch.com/2022/12/07/plaid-layoff-fintech/,734,Series D,07-12-2022 16:22,United States,0.2,https://docs.google.com/spreadsheets/d/1Tqw-IuLmMZJMvKkzH9ouq4ulDp0LEC6azKXtjh9ulpU/edit
Motive,SF Bay Area,Transportation,237,07-12-2022 00:00,https://gomotive.com/blog/shoaib-makanis-message-to-employees/,567,Series F,08-12-2022 06:21,United States,0.06,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-99jxJLo_tUHWQboamwf6yvRKUh0HCLWLWbjzbkZOWQcRzituc7D7K7wyATgOazFDtcBLSMPiKNWG/pubhtml
Recur Forever,Miami,Crypto,235,07-12-2022 00:00,https://www.classaction.org/news/recur-forever-laid-off-workers-without-proper-notice-class-action-says,55,Series A,20-01-2023 01:01,United States,,Unknown
Relativity,Chicago,Legal,150,07-12-2022 00:00,https://www.chicagobusiness.com/technology/software-firm-relativity-cuts-10-staff,125,Private Equity,08-12-2022 06:22,United States,0.1,Unknown
Voi,Stockholm,Transportation,130,07-12-2022 00:00,https://www.breakit.se/artikel/35283/voi-tvingas-drar-ner-igen-vi-ar-mycket-ledsna,515,Series D,08-12-2022 06:24,United States,0.13,Unknown
Integral Ad Science,New York City,Marketing,120,07-12-2022 00:00,https://investors.integralads.com/node/7871/html,116,Acquired,08-12-2022 06:23,United States,0.13,Unknown
Houzz,SF Bay Area,Consumer,95,07-12-2022 00:00,https://en.globes.co.il/en/article-houzz-lays-off-100-in-us-and-israel-1001433310,613,Series E,21-12-2022 16:16,United States,0.08,Unknown
Grover,Berlin,Retail,40,07-12-2022 00:00,https://www.businessinsider.de/gruenderszene/business/entlassungen-bei-berliner-neu-unicorn-grover/?fbclid=IwAR3o2sB8MmcX3_y8HaAeRqIUU2T8YNYokRDZz5Nxkr0BjzhYRs84fR2hrW8,2300,Unknown,07-12-2022 19:18,United States,0.1,Unknown
Lev,New York City,Real Estate,30,07-12-2022 00:00,https://therealdeal.com/2022/12/07/cre-finance-platform-lev-lays-off-chunk-of-staff/,114,Series B,11-12-2022 06:19,United States,0.3,Unknown
Lithic,New York City,Finance,27,07-12-2022 00:00,https://www.axios.com/pro/fintech-deals/2022/12/07/fintech-lithic-lays-off-27,115,Series C,09-12-2022 00:46,United States,0.18,Unknown
CircleCI,SF Bay Area,Product,,07-12-2022 00:00,https://circleci.com/blog/ceo-jim-rose-email-to-circleci-employees/,315,Series F,07-12-2022 21:47,United States,0.17,https://docs.google.com/spreadsheets/d/1A_1uk6qP_a0C2bwKcvV7G-meypWCgW-giK9O2UG8p_k/edit
Sayurbox,Jakarta,Food,,07-12-2022 00:00,https://www.techinasia.com/sayurbox-lays-off-2022,139,Series C,09-12-2022 05:08,Indonesia,0.05,Unknown
Zywave,Milwaukee,Finance,,07-12-2022 00:00,https://www.bizjournals.com/milwaukee/news/2022/12/07/zywave-layoffs-growth-slows.html,,Acquired,09-12-2022 05:09,United States,,Unknown
Doma,SF Bay Area,Finance,515,06-12-2022 00:00,https://investor.doma.com/node/8161/html,679,Post-IPO,07-12-2022 06:21,United States,0.4,Unknown
Intel,SF Bay Area,Hardware,201,06-12-2022 00:00,https://www.crn.com/news/computing/intel-begins-layoffs-in-california-voluntary-unpaid-leave-program,12,Post-IPO,30-12-2022 15:57,United States,,Unknown
BuzzFeed,New York City,Media,180,06-12-2022 00:00,https://variety.com/2022/digital/news/buzzfeed-layoffs-12-percent-employees-1235451552/,696,Post-IPO,06-12-2022 18:40,United States,0.12,Unknown
Weedmaps,Los Angeles,Other,175,06-12-2022 00:00,https://www.businessinsider.com/weedmaps-cannabis-company-layoffs-cutting-workforce-2022-12,,Acquired,07-12-2022 06:29,United States,0.25,Unknown
Adobe,SF Bay Area,Marketing,100,06-12-2022 00:00,https://www.bloomberg.com/news/articles/2022-12-06/adobe-cuts-100-jobs-concentrated-in-sales-as-tech-tightens-belt,2,Post-IPO,07-12-2022 06:30,United States,,Unknown
Chipper Cash,SF Bay Area,Finance,50,06-12-2022 00:00,https://techcrunch.com/2022/12/06/african-fintech-unicorn-chipper-cash-lays-off-about-12-5-of-staff/,302,Series C,07-12-2022 02:37,United States,0.125,Unknown
Stash,New York City,Finance,32,06-12-2022 00:00,https://lp.stash.com/news/saying-goodbye-to-some-of-our-colleagues-and-looking-towards-the-future/,480,Unknown,07-12-2022 02:38,United States,0.08,Unknown
Perimeter 81,Tel Aviv,Security,20,06-12-2022 00:00,https://www.calcalistech.com/ctechnews/article/hjgmdpnws,165,Series C,07-12-2022 02:35,Israel,0.08,Unknown
Koinly,London,Crypto,16,06-12-2022 00:00,https://blockworks.co/news/crypto-tax-startup-koinly-cuts-staffers-just-in-time-for-tax-season,,Unknown,07-12-2022 06:19,United Kingdom,0.14,Unknown
Bridgit,Waterloo,Construction,13,06-12-2022 00:00,https://www.therecord.com/news/waterloo-region/2022/12/06/some-startups-scaling-back-as-investment-shrinks.html,36,Series B,19-12-2022 16:48,Canada,0.13,Unknown
Filevine,Salt Lake City,Legal,,06-12-2022 00:00,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,226,Series D,18-12-2022 04:06,United States,,Unknown
Moove,Lagos,Transportation,,06-12-2022 00:00,https://techpoint.africa/2022/12/06/moove-layoffs,630,Unknown,21-12-2022 16:58,Nigeria,,Unknown
Nextiva,Phoenix,Other,,06-12-2022 00:00,https://www.channelfutures.com/business-models/nextiva-layoffs-impact-17-of-workforce-including-partner-development-leader-hilary-gadda,200,Private Equity,07-12-2022 06:32,United States,0.17,Unknown
OneStudyTeam,Boston,Healthcare,,06-12-2022 00:00,https://www.mobihealthnews.com/news/onestudyteam-lays-about-quarter-its-workforce,479,Series D,07-12-2022 06:37,United States,0.25,Unknown
Zuora,SF Bay Area,Finance,,06-12-2022 00:00,https://www.morningstar.com/news/marketwatch/20221206496/zuora-beats-on-earnings-but-misses-on-outlook-while-announcing-layoffs,647,Post-IPO,07-12-2022 06:26,United States,0.11,Unknown
Swyftx,Brisbane,Crypto,90,05-12-2022 00:00,https://www.smh.com.au/business/companies/worst-case-scenario-local-crypto-exchange-swyftx-lays-off-40-percent-of-staff-20221205-p5c3mu.html,,Unknown,05-12-2022 13:26,Australia,0.4,Unknown
Aqua Security,Boston,Security,65,05-12-2022 00:00,https://www.calcalistech.com/ctechnews/article/s1uxohjvs,265,Series E,06-12-2022 18:42,United States,0.1,Unknown
DataRails,Tel Aviv,Finance,30,05-12-2022 00:00,https://www.calcalistech.com/ctechnews/article/s1ka1tjvj,103,Series B,06-12-2022 00:41,Israel,0.18,Unknown
Elemy,SF Bay Area,Healthcare,,05-12-2022 00:00,https://bhbusiness.com/2022/12/05/elemy-lays-off-staff-as-it-winds-down-direct-care-for-platform-business/,323,Series B,06-12-2022 04:48,United States,,Unknown
Route,Lehi,Retail,,05-12-2022 00:00,https://www.sltrib.com/news/2022/12/06/2-more-utah-tech-companies-each/,481,Unknown,07-12-2022 06:34,United States,,Unknown
Thinkific,Vancouver,Education,,05-12-2022 00:00,https://techcouver.com/2022/12/05/rebound-thinkific-labs-layoffs/,22,Post-IPO,19-12-2022 17:14,Canada,,Unknown
OYO,Gurugram,Travel,600,03-12-2022 00:00,https://www.livemint.com/companies/news/oyo-to-layoff-600-execs-across-technology-teams-hire-250-for-sales-11670056711013.html,4000,Series F,04-12-2022 22:53,India,,Unknown
HealthifyMe,Bengaluru,Fitness,150,03-12-2022 00:00,https://inc42.com/buzz/fitness-healthtech-startup-healthifyme-lays-off-150-employees/,100,Series C,04-12-2022 23:00,India,,Unknown
Bybit,Singapore,Crypto,,03-12-2022 00:00,https://cointelegraph.com/news/bybit-announces-second-round-of-layoffs-in-2022-to-survive-bear-market,,Unknown,04-12-2022 23:04,Singapore,0.3,Unknown
Cognyte,Tel Aviv,Security,100,02-12-2022 00:00,https://www.globes.co.il/news/article.aspx?did=1001431603,,Unknown,04-12-2022 23:02,Israel,0.05,Unknown
ShareChat,Bengaluru,Consumer,100,02-12-2022 00:00,https://www.india.com/business/sharechat-layoff-to-effect-over-100-employees-winds-down-fantasy-sport-app-jeet11-sahrechat-sacks-workforce-latest-news-5777356/,1700,Unknown,03-12-2022 05:18,India,,Unknown
Polly,Burlington,Finance,47,02-12-2022 00:00,https://vtdigger.org/2022/12/02/williston-based-insurance-tech-startup-polly-lays-off-47-employees/,184,Series C,04-12-2022 23:10,United States,0.15,Unknown
Homebound,SF Bay Area,Real Estate,,02-12-2022 00:00,Internal memo,128,Unknown,03-12-2022 05:20,United States,,https://docs.google.com/spreadsheets/d/1NzI8n_koEsySNJieJfRbcsvMZ9YzXPS-JKo3O0jWhRA/edit#gid=0
Lora DiCarlo,Bend,Consumer,,02-12-2022 00:00,https://techcrunch.com/2022/12/02/looks-like-sextech-startup-lora-dicarlo-is-done-for/,9,Unknown,04-12-2022 23:09,United States,1,Unknown
Carousell,Singapore,Retail,110,01-12-2022 00:00,https://www.straitstimes.com/singapore/jobs/carousell-cuts-110-jobs-to-rein-in-costs,372,Private Equity,03-12-2022 05:02,Singapore,0.1,Unknown
Bizzabo,New York City,Marketing,100,01-12-2022 00:00,https://www.calcalistech.com/ctechnews/article/h1ajz9idj,194,Series E,03-12-2022 04:57,United States,0.37,Unknown
